0,1,2,3,4,5,6
@narendramodi,1.2586E+18,Twitter for iPhone,5/8/2020 3:21,15609,131389,"Extremely anguished by the loss of lives due to the rail accident in Aurangabad, Maharashtra. Have spoken to Railwa… https://t.co/cOoteJJLNJ"
@narendramodi,1.25841E+18,Twitter for iPhone,5/7/2020 15:02,2912,23588,"The India-EU partnership has tremendous potential in many areas, including scientific research &amp; innovation."
@narendramodi,1.25841E+18,Twitter for iPhone,5/7/2020 15:02,5912,49595,Had an excellent discussion with @eucopresident H.E. Charles Michel on how India and Europe can cooperate during th… https://t.co/1kBVcIeNad
@narendramodi,1.25825E+18,Twitter for iPhone,5/7/2020 4:32,14265,106620,"Spoke to officials of MHA and NDMA regarding the situation in Visakhapatnam, which is being monitored closely. 

I… https://t.co/6nipakXghQ"
@narendramodi,1.25824E+18,Periscope,5/7/2020 3:30,9327,52991,Remembering the noble teachings of Lord Buddha. https://t.co/nQWoa5qNX0
@narendramodi,1.25806E+18,Twitter Web App,5/6/2020 15:55,6973,67200,Spoke to PM Dr. Abiy Ahmed Ali. We discussed the COVID-19 situation. India stands in solidarity with our friends in… https://t.co/WAcl6TxLmY
@narendramodi,1.25773E+18,Twitter for iPhone,5/5/2020 17:52,5028,38250,Extensive discussions on the COVID-19 pandemic. Our nations will continue working together and support each other i… https://t.co/wjGMnpe0Ap
@narendramodi,1.25771E+18,Twitter for iPhone,5/5/2020 16:13,8565,62707,"Chaired a meeting on the Task Force on Corona Vaccine Development, Drug Discovery, Diagnosis and Testing. https://t.co/CPTSFBMeBM"
@narendramodi,1.25752E+18,Twitter for iPhone,5/5/2020 3:47,7901,95929,Best wishes to Haryana CM @mlkhattar Ji on his birthday. Manohar Lal Ji has been working assiduously for Haryana’s… https://t.co/AMbmdBtMuv
@narendramodi,1.25736E+18,Periscope,5/4/2020 17:41,10545,56715,"Spoke at the NAM Summit, held via video conferencing. https://t.co/yRaIbCtpkq"
@narendramodi,1.25689E+18,Twitter Media Studio,5/3/2020 10:22,18890,100200,"Saluting those who are at the forefront, bravely fighting COVID-19. 

Great gesture by our armed forces. https://t.co/C5qtQqKxmA"
@narendramodi,1.25689E+18,Twitter for iPhone,5/3/2020 10:12,3648,45329,Birthday wishes to my colleague Shri @MundaArjun Ji. Praying for his good health and long life.
@narendramodi,1.25689E+18,Twitter for iPhone,5/3/2020 10:11,4411,60532,Greetings to Rajasthan CM Shri @ashokgehlot51 Ji on his birthday. I pray that he is blessed with a long and healthy life.
@narendramodi,1.25688E+18,Twitter for iPhone,5/3/2020 9:29,24257,171887,Tributes to our courageous soldiers and security personnel martyred in Handwara. Their valour and sacrifice will ne… https://t.co/GbDlDPiMyC
@narendramodi,1.25664E+18,Twitter for iPhone,5/2/2020 17:41,3690,28834,"The Central Government is focused on ensuring welfare of workers, helping businesses overcome the difficulties aris… https://t.co/rRqtG0IHNA"
@narendramodi,1.25664E+18,Twitter for iPhone,5/2/2020 17:41,6323,50950,"Held a meeting to discuss subjects related to the financial world, including structural reforms that will give a bo… https://t.co/LsMqn3bxo2"
@narendramodi,1.25659E+18,Twitter for iPhone,5/2/2020 14:30,6996,58560,"Chaired a meeting on strengthening our MSME sector, which plays a pivotal role in economic development. There were… https://t.co/VtgCQaiSMX"
@narendramodi,1.25656E+18,Twitter for iPhone,5/2/2020 12:12,2561,16846,"Government of India is actively working towards further strengthening FPOs, developing a Brand India in the sector… https://t.co/0tVC8jaLtY"
@narendramodi,1.25656E+18,Twitter for iPhone,5/2/2020 12:12,2699,17885,"Discussed ways through which existing measures ranging from Kisan Credit Cards, PM-KISAN and e-Nam can be made even… https://t.co/XdavkHAvju"
@narendramodi,1.25656E+18,Twitter for iPhone,5/2/2020 12:12,5617,39990,Had a meeting to review aspects relating to agriculture reform. Our priority areas are reforms in agriculture marke… https://t.co/CKZNDk97kR
@narendramodi,1.25645E+18,Twitter for iPhone,5/2/2020 5:11,5947,53167,Discussed issues related to COVID-19 pandemic with good friend @prayutofficial. As neighbours with deep-rooted hist… https://t.co/3r8q7rUQH2
@narendramodi,1.25626E+18,Twitter for iPhone,5/1/2020 16:44,4948,35012,"Our Armed Forces have always kept the nation safe. Even in times of disasters, they are out there helping people. N… https://t.co/e4IwR1B5cr"
@narendramodi,1.25626E+18,Twitter for iPhone,5/1/2020 16:44,8285,64832,I welcome the announcements by the Chief of Defence Staff today. India has waged a strong fight against COVID-19 du… https://t.co/GGWgimO6ZX
@narendramodi,1.25626E+18,Twitter for iPhone,5/1/2020 16:25,5936,42059,Chaired a meeting in which we had in-depth discussions relating to the education sector. We are working towards edu… https://t.co/SQflLseVDR
@narendramodi,1.25626E+18,Twitter for iPhone,5/1/2020 16:24,10175,109345,We had deliberations on labour welfare during a meeting earlier today. India is proud of our hardworking labour for… https://t.co/brM9MKR0YI
@narendramodi,1.25623E+18,Twitter Web App,5/1/2020 14:21,5535,43536,"Discussed ways to further reforms in the power sector. The focus is on enhancing sustainability, resilience and imp… https://t.co/8CXbDxkgn2"
@narendramodi,1.25623E+18,Twitter Web App,5/1/2020 14:20,5100,38158,We had a meeting today during which aspects relating to the aviation sector were reviewed. This includes ways to ma… https://t.co/XHqCCGQhme
@narendramodi,1.25606E+18,Twitter for iPhone,5/1/2020 3:22,5147,48931,My best wishes to Russian PM Mishustin for early recovery and good health. We stand with our close friend Russia in… https://t.co/5j6Jqw7Cfl
@narendramodi,1.25606E+18,Twitter for iPhone,5/1/2020 3:21,3525,32802,"Искренне желаю г-ну Мишустину, Премьер-министру России, скорейшего выздоровления и крепкого здоровья. Плечом к плеч… https://t.co/WSKrzm2jbS"
@narendramodi,1.25605E+18,Twitter for iPhone,5/1/2020 2:56,9094,71384,ગુજરાતની જનતાને રાજ્યના સ્થાપના દિવસની ખૂબ ખૂબ શુભેચ્છાઓ ! ગુજરાતની પ્રજા પુરુષાર્થ માટે જાણીતી છે. ગુજરાતીઓએ ઘણાં… https://t.co/pThDEPbtzO
@narendramodi,1.25605E+18,Twitter for iPhone,5/1/2020 2:55,10214,95390,महाराष्ट्र दिनानिमित्त महाराष्ट्र राज्यातल्या बंधू- भगिनींना माझ्या शुभेच्छा. देशाच्या जडणघडणीतील महाराष्ट्राच्या भ… https://t.co/1dm2F8MXsQ
@narendramodi,1.25592E+18,Twitter for iPhone,4/30/2020 17:59,5597,44901,"Chaired a meeting to discuss ways to boost India’s defence and aerospace sector, with a focus on being self-reliant… https://t.co/o3deePKiy6"
@narendramodi,1.2559E+18,Twitter for iPhone,4/30/2020 16:43,15566,99544,"Moments like this fill the heart with happiness. 

This is the spirit of India.

We will courageously fight COVID-1… https://t.co/zxAdHqODvK"
@narendramodi,1.25589E+18,Twitter for iPhone,4/30/2020 16:11,5278,41566,"Had an extensive meeting to discuss reforms in the Mines and Coal sectors. Reviewed ways to ensure abundant supply,… https://t.co/HetgjYGN5T"
@narendramodi,1.25584E+18,Twitter Web App,4/30/2020 12:37,6448,48400,"Chaired a high-level meeting to discuss ways to boost investment, both international and domestic. Issues relating… https://t.co/DlkaLDnUlw"
@narendramodi,1.2558E+18,Twitter Web App,4/30/2020 9:52,6459,69617,Had a good discussion with State Counsellor Daw Aung San Suu Kyi. We discussed the evolving COVID 19 scenario and a… https://t.co/Ct1htNv0O9
@narendramodi,1.25573E+18,Twitter for iPhone,4/30/2020 5:40,25741,232066,"Multifaceted, endearing and lively...this was Rishi Kapoor Ji. He was a powerhouse of talent. I will always recall… https://t.co/3QM5sQd9Z1"
@narendramodi,1.25551E+18,Twitter for iPhone,4/29/2020 14:54,11116,90868,भारत को अपने अन्नदाताओं पर गर्व है। पूरे देश का पेट भरने वाले अपने किसान भाइयों और बहनों के हितों को सुनिश्चित करने… https://t.co/yG4yMpAfyF
@narendramodi,1.25551E+18,Twitter for iPhone,4/29/2020 14:52,8217,48850,"A musical tribute, for each and every person fearlessly battling COVID-19. https://t.co/kz8unY8IsT"
@narendramodi,1.2555E+18,Twitter Web App,4/29/2020 14:22,7246,78296,Spoke to PM Sheikh Hasina to greet her &amp; the people of Bangladesh on the Holy Month of Ramzan. We discussed COVID-1… https://t.co/1zW91wgG8P
@narendramodi,1.25542E+18,Twitter for iPhone,4/29/2020 8:44,47777,375440,Irrfan Khan’s demise is a loss to the world of cinema and theatre. He will be remembered for his versatile performa… https://t.co/Jw9HjDBJg5
@narendramodi,1.25516E+18,Twitter for iPhone,4/28/2020 15:21,9424,90164,Had a warm exchange with PM @JustinTrudeau. Thanked him for looking after Indian citizens in Canada in these diffic… https://t.co/9xtK41Zijs
@narendramodi,1.25513E+18,Twitter Web App,4/28/2020 13:42,4140,28576,Excellent effort by @CNNnews18. They have wonderfully covered different aspects that will contribute to India’s fig… https://t.co/VqUJZZ78lM
@narendramodi,1.25506E+18,Twitter Web App,4/28/2020 9:18,6143,53594,Discussed COVID-19 pandemic with good friend President @Jokowi. As close maritime neighbours and Compreshensive Str… https://t.co/zJhncRcJOy
@narendramodi,1.25483E+18,Twitter for iPhone,4/27/2020 17:59,8515,76833,Please thank Swetha for this creative and affectionate gesture. Her valuable wishes are a source of immense strengt… https://t.co/XqtliBFlgW
@narendramodi,1.25479E+18,Twitter for iPhone,4/27/2020 15:12,10527,67416,"Good gesture by the @DelhiPolice.

Our Gurudwaras have been doing exceptional work in serving people. Their compass… https://t.co/qPRkYD2Knt"
@narendramodi,1.25474E+18,Twitter Web App,4/27/2020 12:00,7578,63167,Today was the 4th interaction with CMs. We continued discussions on COVID-19 containing strategy as well as aspects… https://t.co/IV7yvWJkQY
@narendramodi,1.25444E+18,Twitter for iPhone,4/26/2020 16:06,5435,42756,Shared my thoughts about the rich and noble ideals of Lord Basavanna in the video conference - Global Basava Jayant… https://t.co/dVhAxBBM0O
@narendramodi,1.2544E+18,Twitter for iPhone,4/26/2020 13:26,21413,200885,"समस्त देशवासियों को परशुराम जयंती की हार्दिक बधाई। तप, बल और साहस के प्रतीक भगवान परशुराम के आदर्श युगों-युगों तक… https://t.co/frKcmLL8r1"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 10:05,6440,41737,"प्रकृति, विकृति और संस्कृति, इन शब्दों के पीछे के भाव को देखें तो जीवन को समझने का एक नया द्वार खुलता है। 

भारत ने… https://t.co/zgARp7xoEz"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 10:04,3112,17916,"India cherishes the role of all those working on the frontline, protecting people and saving lives. 

The Epidemic… https://t.co/r13JQXEOKw"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 10:03,4658,24566,Let’s further popularise our traditional systems that can improve immunity as well as health. #MannKiBaat https://t.co/GSgi1R3N7I
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 10:02,4527,26591,"Ramzan this year is taking place while we are in the midst of the battle against COVID-19. 

Let’s take the right p… https://t.co/n1TCqofPsy"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 10:00,3043,16945,"Now there is:

Realisation on the need to wear masks, including homemade options. 

Awareness on the need to end sp… https://t.co/KUKK8GTfkW"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 9:59,3033,16117,"India’s fight against COVID-19 is people driven.

Proud of our 130 crore citizens who have risen to the occasion an… https://t.co/LT13fdePSV"
@narendramodi,1.25435E+18,Twitter Media Studio,4/26/2020 9:58,6248,43063,"आप सबको अक्षय तृतीया की हार्दिक शुभकामनाएं।आइए, हम मिलकर अपने प्रयासों से अपनी धरती को ‘अक्षय’ और ‘अविनाशी’ बनाने… https://t.co/HiGnJdbfS3"
@narendramodi,1.25428E+18,Periscope,4/26/2020 5:30,11453,55818,Here is #MannKiBaat April 2020. https://t.co/tkteUgjck9
@narendramodi,1.25405E+18,Twitter for iPhone,4/25/2020 14:23,7666,56236,Have been getting several insightful inputs for this month's #MannKiBaat. Do tune at 11 AM tomorrow. https://t.co/bwPKfiXOYC
@narendramodi,1.25405E+18,Twitter for iPhone,4/25/2020 14:22,4875,40979,"Commendable. 

Such efforts are important in the battle against COVID-19. https://t.co/ajSCmTxy9D"
@narendramodi,1.25405E+18,Twitter for iPhone,4/25/2020 14:21,3819,26220,"Kudos to the @IndiaPostOffice Network, our hardworking postmen for their stupendous efforts in assisting people dur… https://t.co/tenptxw8dX"
@narendramodi,1.2537E+18,Twitter for iPhone,4/24/2020 14:42,26016,216284,"Ramzan Mubarak! I pray for everyone’s safety, well-being and prosperity. May this Holy Month bring with it abundanc… https://t.co/BIsU1Na1td"
@narendramodi,1.25367E+18,Twitter Media Studio,4/24/2020 13:12,9818,56331,ग्रामीण भारत के लोगों को उनकी संपत्ति का मालिकाना हक दिलाने और उन्हें आर्थिक रूप से सशक्त बनाने के लिए आज सरकार ने… https://t.co/SUcWAMJsUp
@narendramodi,1.25367E+18,Twitter Media Studio,4/24/2020 13:12,6509,35291,"देश की सभी पंचायतों के एकीकृत संचालन, उनके विकास कार्यों की प्रभावी देखरेख और समस्त जानकारियों को एक प्लेटफॉर्म पर… https://t.co/JODELQduE9"
@narendramodi,1.25367E+18,Twitter Web App,4/24/2020 13:11,4598,52991,Best wishes to Goa CM @DrPramodPSawant Ji on his birthday. May he be blessed with a long and healthy life in service of the people.
@narendramodi,1.25364E+18,Twitter Web App,4/24/2020 10:42,7417,57971,Today’s discussion with Panchayat Sarpanchs was very insightful. They shared their strategies of fighting COVID-19.… https://t.co/Q9Tst6Q97O
@narendramodi,1.25356E+18,Periscope,4/24/2020 5:47,10463,54127,Interacting with Sarpanchs across the country through Video-Conferencing on Panchayati Raj Divas. https://t.co/irKVx4lKN6
@narendramodi,1.25332E+18,Twitter Web App,4/23/2020 13:57,6679,44926,Some of the steps taken to help the most vulnerable... https://t.co/0ZdlmmRqaX
@narendramodi,1.2533E+18,Twitter Web App,4/23/2020 12:46,7253,62219,"Exchanged views on the COVID-19 pandemic with PM @leehsienloong, and thanked him for the support and care being ext… https://t.co/D9qf46ChY7"
@narendramodi,1.253E+18,Twitter for iPhone,4/22/2020 16:43,4262,29528,24 अप्रैल को इस वीडियो कॉन्फ्रेंसिंग के दौरान e-GramSwaraj पोर्टल और मोबाइल ऐप लॉन्च किया जाएगा। इसके साथ ही स्वामि… https://t.co/0FNdAT8i8N
@narendramodi,1.253E+18,Twitter for iPhone,4/22/2020 16:43,8554,66504,"24 अप्रैल, शुक्रवार को राष्ट्रीय पंचायती राज दिवस के अवसर पर वीडियो कॉन्फ्रेंसिंग के जरिए मैं देशभर के सरपंचों के… https://t.co/jK5pqKcDaA"
@narendramodi,1.253E+18,Twitter for iPhone,4/22/2020 16:22,2968,19018,"During the video conference on the 24th, the e-GramSwaraj Portal and Mobile App would be launched. The Swamitva Sch… https://t.co/IL7vqKv09t"
@narendramodi,1.253E+18,Twitter for iPhone,4/22/2020 16:22,5786,41079,"On Friday 24th April, which is marked as National Panchayati Raj Day, will be interacting with Sarpanchs from acros… https://t.co/xCKanrxAIK"
@narendramodi,1.25297E+18,Twitter Web App,4/22/2020 14:40,9054,63091,"Well said @ajaydevgn.

Aarogya Setu protects us, our family and the nation. 

Download the App and strengthen the f… https://t.co/2AgKsfNi4w"
@narendramodi,1.25296E+18,Twitter Web App,4/22/2020 13:47,4561,33564,"મારી આંખોમાં પૃથ્વીની જે  રમ્યતા અને ભવ્યતા છે એ વર્ષો પહેલા 
મેં શબ્દોમાં ઢાળી હતી...

આજ પૃથ્વી દિને તમે ફરી  
મા… https://t.co/oe0BzjxjOw"
@narendramodi,1.25295E+18,Twitter Web App,4/22/2020 13:16,4079,26644,"India-Nepal relationship is special. Our bonds are not only strong but also deep-rooted. 

India stands in solidari… https://t.co/0xBjJsuee6"
@narendramodi,1.25295E+18,Twitter Web App,4/22/2020 13:15,4986,37079,"Discussed COVID-19 pandemic with Ireland’s PM, Mr. @LeoVaradkar. India and Ireland share similar approaches on many… https://t.co/gTXO7VicNY"
@narendramodi,1.25294E+18,Twitter Web App,4/22/2020 12:22,17841,112714,"The Epidemic Diseases (Amendment) Ordinance, 2020 manifests our commitment to protect each and every healthcare wor… https://t.co/SVIJXOea6J"
@narendramodi,1.2528E+18,Twitter for iPhone,4/22/2020 3:26,16312,120559,"On International Day of Mother Earth, we all express gratitude to our planet for the abundance of care &amp; compassion… https://t.co/ZtB8FBjzAU"
@narendramodi,1.25261E+18,Twitter Web App,4/21/2020 14:58,3302,23453,This is an exceptional effort by our TV stars to strengthen India’s fight against COVID-19. Thank you to all those… https://t.co/jFtdx2JVgh
@narendramodi,1.25261E+18,Twitter Web App,4/21/2020 14:57,8215,64225,आपकी भावनाएं देश के लिए अनमोल हैं @arjunbhatigolf। इस मुश्किल घड़ी में आपका यह सेवा भाव देशभर के लोगों को प्रेरित क… https://t.co/ryDEjnTsRs
